id,age,race,sex,workclass,income
4365,29,White,Female,Private,<=50K
4366,32,White,Male,Private,>50K
4367,42,White,Male,Private,>50K
4368,33,Asian-Pac-Islander,Male,Private,<=50K
4369,27,White,Female,Private,>50K
4370,22,White,Female,?,<=50K
4371,29,White,Male,Private,<=50K
4372,29,White,Male,Private,<=50K
4373,20,White,Female,Private,<=50K
4374,35,White,Male,Private,<=50K
4375,31,White,Male,Self-emp-not-inc,>50K
4376,33,White,Male,Private,<=50K
4377,67,White,Male,Private,<=50K
4378,46,White,Male,Private,<=50K
4379,45,White,Female,Private,>50K
4380,17,White,Male,Local-gov,<=50K
4381,35,White,Male,Private,>50K
4382,48,Black,Male,Self-emp-not-inc,>50K
4383,49,Black,Female,Private,<=50K
4384,20,White,Female,Private,<=50K
4385,27,White,Male,Private,<=50K
4386,64,White,Male,Private,<=50K
4387,53,Black,Male,Federal-gov,<=50K
4388,52,White,Female,Private,<=50K
4389,29,White,Male,Private,<=50K
4390,32,White,Male,Self-emp-inc,>50K
4391,48,White,Female,Self-emp-not-inc,>50K
4392,30,White,Male,Private,<=50K
4393,34,White,Male,Private,<=50K
4394,19,White,Male,?,<=50K
4395,39,White,Male,Private,<=50K
4396,28,White,Male,Private,<=50K
4397,17,White,Female,Private,<=50K
4398,54,White,Female,Private,<=50K
4399,24,White,Male,Private,<=50K
4400,25,White,Female,Private,<=50K
4401,25,White,Female,Private,<=50K
4402,48,White,Female,Local-gov,>50K
4403,24,White,Female,Private,<=50K
4404,31,Asian-Pac-Islander,Male,Private,<=50K
4405,47,White,Male,Private,>50K
4406,45,White,Male,Private,>50K
4407,19,White,Female,Private,<=50K
4408,52,White,Male,Self-emp-inc,>50K
4409,52,White,Male,Private,<=50K
4410,19,Asian-Pac-Islander,Female,?,<=50K
4411,60,White,Male,Private,<=50K
4412,43,White,Male,Private,>50K
4413,24,White,Female,Private,<=50K
4414,20,White,Female,?,<=50K
4415,51,White,Female,Private,<=50K
4416,38,White,Male,Self-emp-not-inc,<=50K
4417,21,White,Female,Private,<=50K
4418,40,White,Male,Self-emp-inc,>50K
4419,54,White,Female,Private,<=50K
4420,35,White,Male,Private,<=50K
4421,52,Black,Male,Private,<=50K
4422,53,White,Male,Private,>50K
4423,56,Black,Female,?,<=50K
4424,35,Black,Male,Private,<=50K
4425,43,White,Female,Self-emp-not-inc,<=50K
4426,29,White,Male,Private,<=50K
4427,29,Amer-Indian-Eskimo,Male,Private,<=50K
4428,27,White,Female,Private,<=50K
4429,58,White,Male,Private,<=50K
4430,64,White,Male,Private,<=50K
4431,53,Black,Female,Private,<=50K
4432,21,White,Female,Private,<=50K
4433,40,White,Male,Self-emp-not-inc,<=50K
4434,52,White,Male,State-gov,>50K
4435,38,White,Male,Private,<=50K
4436,40,White,Female,?,<=50K
4437,39,White,Male,Private,<=50K
4438,56,White,Female,?,>50K
4439,68,White,Male,Private,>50K
4440,24,White,Male,Private,<=50K
4441,40,White,Male,Self-emp-inc,>50K
4442,43,Black,Male,Self-emp-inc,>50K
4443,38,White,Female,Private,<=50K
4444,45,White,Male,Private,>50K
4445,18,White,Male,Private,<=50K
4446,57,White,Male,Local-gov,>50K
4447,49,Black,Female,Private,<=50K
4448,25,White,Female,Private,<=50K
4449,52,White,Male,Federal-gov,<=50K
4450,56,White,Male,Private,<=50K
4451,26,White,Male,Self-emp-inc,<=50K
4452,19,White,Female,Private,<=50K
4453,25,Asian-Pac-Islander,Female,Self-emp-inc,<=50K
4454,25,White,Female,Private,<=50K
4455,21,White,Male,Private,<=50K
4456,48,White,Male,Self-emp-not-inc,<=50K
4457,33,White,Male,State-gov,<=50K
4458,31,Other,Male,State-gov,<=50K
4459,26,White,Male,Self-emp-not-inc,<=50K
4460,37,White,Male,State-gov,<=50K
4461,29,White,Female,?,<=50K
4462,20,White,Male,Private,<=50K
4463,28,Other,Male,Private,<=50K
4464,49,White,Female,Private,<=50K
4465,73,White,Male,?,<=50K
4466,49,White,Male,Private,>50K
4467,51,White,Female,Private,>50K
4468,40,White,Male,Private,<=50K
4469,24,White,Female,Private,<=50K
4470,18,White,Male,Private,<=50K
4471,41,Black,Male,Private,>50K
4472,46,White,Male,Private,>50K
4473,46,White,Female,Private,<=50K
4474,64,White,Male,Private,>50K
4475,50,White,Male,Self-emp-not-inc,>50K
4476,53,White,Male,State-gov,>50K
4477,21,White,Male,Private,<=50K
4478,22,White,Male,State-gov,<=50K
4479,37,White,Female,Private,>50K
4480,39,White,Male,Federal-gov,>50K
4481,30,Asian-Pac-Islander,Male,Private,<=50K
4482,25,White,Male,Private,<=50K
4483,26,Black,Female,Private,<=50K
4484,43,White,Male,Private,<=50K
4485,59,White,Female,Private,<=50K
4486,27,White,Female,Private,<=50K
4487,55,Black,Male,Private,>50K
4488,20,White,Male,Private,<=50K
4489,25,White,Female,Private,<=50K
4490,28,White,Male,Private,<=50K
4491,29,White,Male,Private,<=50K
4492,60,White,Male,Private,>50K
4493,37,White,Female,Local-gov,>50K
4494,25,White,Female,Private,<=50K
4495,27,White,Male,Private,<=50K
4496,50,White,Male,State-gov,>50K
4497,41,White,Male,Self-emp-not-inc,<=50K
4498,46,White,Male,Private,<=50K
4499,35,Black,Female,Private,<=50K
4500,21,White,Male,?,<=50K
4501,35,White,Female,?,<=50K
4502,40,Black,Male,Private,<=50K
4503,49,White,Male,Private,>50K
4504,29,White,Female,Private,<=50K
4505,43,White,Female,Local-gov,<=50K
4506,39,Black,Male,Private,<=50K
4507,35,White,Male,Private,<=50K
4508,52,White,Male,Private,<=50K
4509,25,Black,Male,Private,<=50K
4510,20,White,Female,Self-emp-inc,<=50K
4511,46,White,Female,Private,<=50K
4512,24,White,Male,Private,<=50K
4513,29,Asian-Pac-Islander,Male,Private,<=50K
4514,21,White,Male,Private,<=50K
4515,37,White,Female,Federal-gov,<=50K
4516,43,White,Male,Federal-gov,<=50K
4517,19,White,Female,Private,<=50K
4518,47,White,Male,Private,<=50K
4519,61,White,Male,Private,>50K
4520,21,White,Male,?,<=50K
4521,35,White,Male,Private,<=50K
4522,60,Black,Male,Private,<=50K
4523,27,White,Female,Private,<=50K
4524,57,Asian-Pac-Islander,Male,Local-gov,<=50K
4525,56,White,Male,Private,<=50K
4526,27,White,Female,Private,<=50K
4527,47,Black,Female,Private,<=50K
4528,19,White,Male,Private,<=50K
4529,28,White,Female,Self-emp-not-inc,<=50K
4530,43,White,Male,Private,<=50K
4531,63,White,Female,Local-gov,<=50K
4532,22,White,Male,?,<=50K
4533,25,Asian-Pac-Islander,Female,Private,<=50K
4534,35,White,Male,Self-emp-not-inc,>50K
4535,20,White,Female,Private,<=50K
4536,48,White,Male,Private,<=50K
4537,30,Black,Female,Local-gov,<=50K
4538,31,White,Male,Private,>50K
4539,20,Asian-Pac-Islander,Female,Private,<=50K
4540,57,White,Male,State-gov,>50K
4541,41,White,Female,Private,>50K
4542,33,White,Female,Private,<=50K
4543,27,White,Male,Private,<=50K
4544,34,White,Male,Private,>50K
4545,22,White,Male,Private,<=50K
4546,50,Black,Female,Private,>50K
4547,40,White,Male,Self-emp-not-inc,>50K
4548,37,White,Male,Private,<=50K
4549,40,White,Male,?,<=50K
4550,53,White,Male,Private,>50K
4551,38,White,Male,Self-emp-not-inc,>50K
4552,25,White,Male,State-gov,<=50K
4553,51,Black,Male,Private,<=50K
4554,22,Black,Male,?,<=50K
4555,18,White,Male,Private,<=50K
4556,41,White,Male,Private,>50K
4557,33,White,Female,Private,<=50K
4558,33,White,Female,Private,<=50K
4559,67,White,Male,State-gov,<=50K
4560,47,White,Male,Self-emp-not-inc,>50K
4561,24,White,Male,Private,<=50K
4562,32,White,Male,Local-gov,<=50K
4563,29,White,Female,Private,<=50K
4564,25,White,Male,Private,<=50K
4565,33,White,Female,Private,<=50K
4566,55,White,Male,Private,<=50K
4567,31,White,Male,Private,>50K
4568,32,White,Male,Local-gov,<=50K
4569,18,White,Male,Private,<=50K
4570,36,White,Female,Private,<=50K
4571,58,White,Female,Private,<=50K
4572,34,White,Male,Private,>50K
4573,19,White,Male,Private,<=50K
4574,21,Black,Female,Private,<=50K
4575,36,White,Male,Self-emp-inc,<=50K
4576,37,Black,Female,Private,>50K
4577,43,Black,Female,Private,<=50K
4578,52,White,Male,State-gov,<=50K
4579,48,White,Female,Private,<=50K
4580,43,White,Female,Private,<=50K
4581,22,White,Male,Private,<=50K
4582,57,White,Male,Private,<=50K
4583,37,White,Female,Private,<=50K
4584,39,Asian-Pac-Islander,Female,Private,<=50K
4585,54,White,Male,Private,>50K
4586,27,White,Male,Private,<=50K
4587,21,White,Female,Private,<=50K
4588,65,White,Female,Private,<=50K
4589,30,White,Female,Private,<=50K
4590,22,White,Female,Private,<=50K
4591,26,White,Male,Private,<=50K
4592,25,White,Male,Private,<=50K
4593,35,White,Female,?,>50K
4594,47,White,Male,Private,>50K
4595,23,White,Male,Private,<=50K
4596,42,Black,Male,Private,>50K
4597,39,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K
4598,55,White,Male,Private,>50K
4599,24,Asian-Pac-Islander,Female,State-gov,<=50K
4600,46,White,Male,Self-emp-inc,>50K
4601,53,White,Male,Private,>50K
4602,44,Black,Female,Private,<=50K
4603,40,Black,Female,Private,<=50K
4604,48,White,Male,Private,>50K
4605,26,White,Female,Private,<=50K
4606,22,White,Female,Private,<=50K
4607,35,White,Female,?,<=50K
4608,20,White,Female,?,<=50K
4609,43,White,Female,Private,<=50K
4610,37,White,Female,Local-gov,<=50K
4611,30,Asian-Pac-Islander,Male,Private,<=50K
4612,41,Amer-Indian-Eskimo,Male,Private,<=50K
4613,38,White,Male,Private,>50K
4614,77,Black,Male,?,<=50K
4615,42,White,Male,Self-emp-not-inc,<=50K
4616,20,Black,Male,Private,<=50K
4617,36,White,Female,Private,<=50K
4618,32,Asian-Pac-Islander,Male,Federal-gov,<=50K
4619,27,White,Male,Private,>50K
4620,25,White,Male,State-gov,<=50K
4621,40,White,Male,Private,<=50K
4622,18,White,Male,?,<=50K
4623,49,White,Male,Private,>50K
4624,17,White,Female,Private,<=50K
4625,29,White,Female,Private,<=50K
4626,47,Asian-Pac-Islander,Male,Private,>50K
4627,24,White,Male,Self-emp-not-inc,<=50K
4628,58,White,Male,?,<=50K
4629,29,White,Male,Private,<=50K
4630,45,White,Female,Private,>50K
4631,30,White,Male,Private,<=50K
4632,19,White,Male,Private,<=50K
4633,59,White,Male,Private,>50K
4634,47,White,Female,Private,<=50K
4635,41,Black,Male,Private,<=50K
4636,28,White,Male,Private,<=50K
4637,46,White,Male,Private,>50K
4638,40,White,Male,Self-emp-not-inc,<=50K
4639,66,Black,Female,State-gov,<=50K
4640,30,Black,Male,Local-gov,>50K
4641,44,White,Male,Self-emp-not-inc,<=50K
4642,58,White,Male,Self-emp-not-inc,>50K
4643,21,White,Male,Private,<=50K
4644,59,Black,Female,Private,<=50K
4645,35,White,Male,Local-gov,<=50K
4646,45,Black,Male,Private,>50K
4647,30,White,Male,Private,<=50K
4648,33,Black,Male,Private,<=50K
4649,26,White,Female,Private,<=50K
4650,48,Black,Female,Private,<=50K
4651,31,Asian-Pac-Islander,Female,Private,<=50K
4652,36,White,Male,Private,<=50K
4653,48,White,Female,Private,<=50K
4654,30,White,Male,Private,<=50K
4655,33,White,Male,Private,>50K
4656,19,White,Female,?,<=50K
4657,37,Black,Female,Local-gov,>50K
4658,53,White,Male,Private,>50K
4659,18,White,Female,Private,<=50K
4660,38,White,Male,Private,>50K
4661,34,White,Male,Private,<=50K
4662,45,White,Male,Private,>50K
4663,33,White,Male,Local-gov,<=50K
4664,35,White,Female,Private,<=50K
4665,22,Black,Male,Private,<=50K
4666,35,White,Female,Private,<=50K
4667,45,Amer-Indian-Eskimo,Male,Private,<=50K
4668,17,White,Male,Private,<=50K
4669,50,White,Male,Private,<=50K
4670,38,White,Male,Local-gov,>50K
4671,33,White,Male,Private,>50K
4672,46,White,Male,Private,<=50K
4673,25,White,Female,Private,<=50K
4674,64,White,Male,Private,<=50K
4675,62,White,Male,Self-emp-not-inc,<=50K
4676,32,White,Male,Private,>50K
4677,17,White,Male,Private,<=50K
4678,61,White,Male,Private,<=50K
4679,40,Black,Female,State-gov,<=50K
4680,21,White,Female,Private,<=50K
4681,39,White,Male,Private,>50K
4682,35,White,Male,Self-emp-not-inc,<=50K
4683,29,White,Male,Private,<=50K
4684,27,Black,Male,Federal-gov,<=50K
4685,20,White,Female,Private,<=50K
4686,34,White,Female,?,>50K
4687,51,White,Male,Local-gov,<=50K
4688,45,Black,Female,Private,<=50K
4689,20,White,Female,?,<=50K
4690,31,White,Male,Private,<=50K
4691,29,Black,Male,Private,<=50K
4692,56,White,Male,Private,<=50K
4693,55,White,Female,Self-emp-not-inc,>50K
4694,26,White,Male,Private,<=50K
4695,46,White,Male,Private,>50K
4696,32,White,Male,Local-gov,<=50K
4697,28,White,Male,Private,<=50K
4698,27,White,Male,Private,<=50K
4699,23,White,Male,Private,<=50K
4700,59,White,Male,Private,<=50K
4701,26,Other,Male,Private,<=50K
4702,36,White,Male,Private,<=50K
4703,18,White,Female,Private,<=50K
4704,33,White,Male,Private,<=50K
4705,60,White,Female,Self-emp-not-inc,>50K
4706,40,White,Female,Private,<=50K
4707,48,White,Male,Private,<=50K
4708,27,White,Male,Self-emp-not-inc,<=50K
4709,19,White,Male,Private,<=50K
4710,38,White,Male,Private,>50K
4711,26,White,Male,Private,<=50K
4712,45,White,Male,Federal-gov,<=50K
4713,20,White,Female,Private,<=50K
4714,32,White,Male,Federal-gov,<=50K
4715,22,White,Female,Private,<=50K
4716,22,White,Male,Private,<=50K
4717,38,Black,Female,State-gov,<=50K
4718,34,White,Male,Private,>50K
4719,46,Other,Female,Private,<=50K
4720,39,White,Female,Private,<=50K
4721,79,White,Female,Self-emp-not-inc,<=50K
4722,60,White,Male,?,>50K
4723,24,White,Male,Private,<=50K
4724,31,White,Male,Private,<=50K
4725,37,Asian-Pac-Islander,Male,Self-emp-not-inc,<=50K
4726,23,White,Male,Private,<=50K
4727,31,White,Male,Private,<=50K
4728,29,White,Male,Private,>50K
4729,22,White,Female,State-gov,<=50K
4730,69,White,Female,?,<=50K
4731,55,White,Female,Local-gov,<=50K
4732,43,White,Male,Private,<=50K
4733,23,Other,Male,Private,<=50K
4734,29,White,Male,Private,<=50K
4735,22,White,Female,Private,<=50K
4736,22,White,Male,Private,<=50K
4737,25,White,Male,Private,>50K
4738,29,White,Male,Private,<=50K
4739,25,Black,Male,State-gov,<=50K
4740,33,White,Female,Federal-gov,<=50K
4741,33,White,Male,Private,>50K
4742,31,White,Female,Private,<=50K
4743,30,White,Male,Local-gov,>50K
4744,55,White,Male,Private,<=50K
4745,36,White,Male,Private,<=50K
4746,47,White,Female,?,<=50K
4747,28,White,Male,Private,>50K
4748,42,White,Male,Private,>50K
4749,51,White,Male,Private,<=50K
4750,62,Black,Female,Local-gov,<=50K
4751,65,White,Male,Self-emp-inc,>50K
4752,23,White,Male,Private,<=50K
4753,60,White,Male,?,<=50K
4754,47,Black,Male,Private,>50K
4755,50,White,Female,Self-emp-inc,<=50K
4756,70,White,Male,?,<=50K
4757,32,White,Male,Self-emp-not-inc,<=50K
4758,37,White,Male,Federal-gov,<=50K
4759,31,White,Male,Private,>50K
4760,76,Black,Female,Private,<=50K
4761,54,Black,Female,Private,<=50K
4762,32,White,Male,Federal-gov,>50K
4763,31,White,Female,Private,<=50K
4764,31,White,Male,Federal-gov,>50K
4765,65,White,Male,Self-emp-not-inc,<=50K
4766,30,White,Male,Private,>50K
4767,63,White,Male,?,<=50K
4768,21,White,Female,Private,<=50K
4769,40,Asian-Pac-Islander,Male,Federal-gov,>50K
4770,26,White,Female,State-gov,<=50K
4771,18,White,Female,Private,<=50K
4772,34,White,Male,Local-gov,<=50K
4773,66,White,Female,Local-gov,>50K
4774,44,White,Male,Self-emp-not-inc,<=50K
4775,30,White,Female,Private,<=50K
4776,36,White,Male,Self-emp-not-inc,<=50K
4777,31,White,Male,Private,>50K
4778,22,White,Male,Private,<=50K
4779,28,White,Male,?,<=50K
4780,23,Asian-Pac-Islander,Male,Private,<=50K
4781,49,White,Male,Private,>50K
4782,39,White,Male,Self-emp-not-inc,<=50K
4783,67,White,Male,?,>50K
4784,19,White,Male,Private,<=50K
4785,30,White,Male,Private,>50K
4786,25,Asian-Pac-Islander,Female,Private,<=50K
4787,24,Asian-Pac-Islander,Male,Private,<=50K
4788,46,White,Male,Private,<=50K
4789,37,White,Male,Private,<=50K
4790,41,White,Male,Federal-gov,<=50K
4791,40,White,Male,Self-emp-not-inc,<=50K
4792,44,White,Female,Private,<=50K
4793,32,White,Male,Private,<=50K
4794,58,Black,Male,Private,>50K
4795,48,White,Male,Private,<=50K
4796,34,White,Male,Private,<=50K
4797,29,Black,Female,Private,<=50K
4798,46,White,Male,Self-emp-inc,>50K
4799,36,Asian-Pac-Islander,Male,Local-gov,<=50K
4800,59,White,Male,Local-gov,<=50K
4801,29,White,Male,Private,<=50K
4802,50,White,Male,?,<=50K
4803,25,White,Male,Private,<=50K
4804,27,Asian-Pac-Islander,Female,Private,<=50K
4805,48,White,Male,Private,<=50K
4806,51,White,Female,Federal-gov,>50K
4807,36,White,Male,Private,>50K
4808,42,White,Male,Local-gov,>50K
4809,49,White,Male,State-gov,>50K
4810,33,White,Male,Private,<=50K
4811,40,White,Male,Private,>50K
4812,26,White,Female,Private,<=50K
4813,69,White,Female,?,>50K
4814,59,White,Male,Private,<=50K
4815,30,White,Female,Private,<=50K
4816,31,White,Female,Local-gov,<=50K
4817,30,White,Male,Private,>50K
4818,27,White,Female,Private,<=50K
4819,20,White,Female,?,<=50K
4820,56,White,Female,Private,<=50K
4821,24,White,Male,Private,<=50K
4822,47,White,Female,Private,<=50K
4823,51,Black,Male,Private,<=50K
4824,34,White,Male,Private,<=50K
4825,47,Black,Male,Private,<=50K
4826,47,White,Male,Private,>50K
4827,20,Asian-Pac-Islander,Female,Private,<=50K
4828,34,White,Male,Self-emp-inc,>50K
4829,31,White,Female,Private,<=50K
4830,42,White,Female,Private,<=50K
4831,52,White,Male,Private,<=50K
4832,56,White,Female,Private,<=50K
4833,53,White,Male,Private,>50K
4834,26,White,Male,Private,>50K
4835,81,White,Female,Private,<=50K
4836,28,Black,Female,?,<=50K
4837,57,White,Male,Federal-gov,>50K
4838,34,White,Female,Private,<=50K
4839,31,White,Male,?,<=50K
4840,24,Black,Female,Private,<=50K
4841,20,White,Male,Private,<=50K
4842,68,Black,Female,Federal-gov,<=50K
4843,60,White,Female,Private,<=50K
4844,37,White,Male,Federal-gov,<=50K
4845,25,White,Male,Private,<=50K
4846,36,White,Male,Federal-gov,<=50K
4847,45,White,Male,Private,<=50K
4848,34,White,Male,Private,>50K
4849,31,White,Female,Private,<=50K
4850,47,White,Male,Self-emp-not-inc,<=50K
4851,60,White,Male,Self-emp-not-inc,>50K
4852,75,White,Male,Private,<=50K
4853,43,White,Male,Local-gov,<=50K
4854,18,White,Male,Private,<=50K
4855,25,Asian-Pac-Islander,Female,Private,<=50K
4856,20,White,Female,Private,<=50K
4857,32,White,Female,Private,<=50K
4858,57,White,Male,Self-emp-inc,<=50K
4859,43,White,Male,Private,>50K
4860,18,White,Male,Self-emp-not-inc,<=50K
4861,41,Black,Female,Local-gov,<=50K
4862,48,White,Male,Private,<=50K
4863,35,White,Male,Private,>50K
4864,41,White,Male,State-gov,<=50K
4865,23,Black,Female,Private,<=50K
4866,32,White,Male,State-gov,>50K
4867,33,White,Male,Private,<=50K
4868,58,White,Male,Private,<=50K
4869,22,White,Male,Private,<=50K
4870,33,White,Female,Private,<=50K
4871,42,White,Male,Self-emp-not-inc,>50K
4872,25,White,Female,Private,<=50K
4873,39,White,Male,Private,>50K
4874,35,White,Male,Private,>50K
4875,50,White,Female,Private,>50K
4876,49,White,Male,Local-gov,>50K
4877,25,White,Male,Local-gov,<=50K
4878,47,Black,Female,Federal-gov,<=50K
4879,46,White,Female,Private,>50K
4880,42,Black,Male,State-gov,<=50K
4881,37,White,Male,Private,>50K
4882,25,White,Male,Private,<=50K
4883,29,White,Male,Private,<=50K
4884,26,White,Male,Private,<=50K
4885,26,White,Female,?,<=50K
4886,45,White,Male,Self-emp-inc,>50K
4887,34,White,Female,Private,<=50K
4888,33,Black,Female,Federal-gov,<=50K
4889,43,White,Male,Private,>50K
4890,28,White,Male,Private,<=50K
4891,51,White,Male,Self-emp-not-inc,<=50K
4892,21,White,Female,Private,<=50K
4893,23,White,Female,Private,<=50K
4894,30,White,Female,Private,<=50K
4895,46,White,Male,Private,>50K
4896,38,White,Male,Self-emp-inc,<=50K
4897,20,White,Male,Private,<=50K
4898,36,White,Male,Private,>50K
4899,37,White,Male,Self-emp-not-inc,>50K
4900,44,White,Male,Local-gov,<=50K
4901,33,White,Male,Private,>50K
4902,45,White,Male,Local-gov,<=50K
4903,47,White,Male,Private,<=50K
4904,54,Asian-Pac-Islander,Male,Private,>50K
4905,17,White,Male,Private,<=50K
4906,43,White,Female,Private,>50K
4907,45,White,Female,Private,>50K
4908,37,White,Female,Private,<=50K
4909,44,White,Male,Local-gov,>50K
4910,55,White,Female,Local-gov,<=50K
4911,41,White,Male,Private,<=50K
4912,23,White,Female,Private,<=50K
4913,38,Black,Female,Private,<=50K
4914,23,White,Female,Private,<=50K
4915,35,White,Male,Private,>50K
4916,18,White,Male,Private,<=50K
4917,47,White,Male,Private,<=50K
4918,25,White,Female,Private,<=50K
4919,41,White,Male,Self-emp-not-inc,<=50K
4920,23,Asian-Pac-Islander,Female,Private,<=50K
4921,41,White,Female,Private,<=50K
4922,26,White,Male,Private,<=50K
4923,30,White,Male,Local-gov,<=50K
4924,42,White,Male,Private,>50K
4925,35,White,Female,Private,<=50K
4926,28,White,Male,?,<=50K
4927,29,White,Female,Private,<=50K
4928,21,White,Female,Private,<=50K
4929,48,White,Male,State-gov,>50K
4930,44,White,Male,Self-emp-not-inc,<=50K
4931,34,White,Male,Local-gov,<=50K
4932,19,White,Female,Private,<=50K
4933,32,White,Male,Private,>50K
4934,31,Black,Female,State-gov,<=50K
4935,25,White,Male,Private,<=50K
4936,47,Black,Male,Federal-gov,>50K
4937,46,White,Female,Federal-gov,<=50K
4938,18,White,Male,Private,<=50K
4939,31,White,Female,Private,<=50K
4940,28,White,Female,State-gov,<=50K
4941,38,White,Male,Private,>50K
4942,33,White,Male,Self-emp-inc,>50K
4943,17,White,Female,?,<=50K
4944,41,White,Male,Private,>50K
4945,46,White,Male,Private,>50K
4946,38,White,Male,Local-gov,<=50K
4947,24,White,Male,Private,<=50K
4948,49,White,Male,Private,>50K
4949,60,Amer-Indian-Eskimo,Female,Federal-gov,<=50K
4950,44,White,Male,Private,>50K
4951,63,White,Male,Self-emp-inc,>50K
4952,40,White,Male,Private,>50K
4953,45,White,Male,Self-emp-inc,>50K
4954,49,White,Male,Private,>50K
4955,36,White,Female,Private,<=50K
4956,65,White,Male,Local-gov,<=50K
4957,41,White,Male,Private,<=50K
4958,25,White,Female,Private,<=50K
4959,20,White,Female,?,<=50K
4960,60,White,Male,Private,<=50K
4961,17,White,Female,Local-gov,<=50K
4962,28,White,Female,Private,>50K
4963,31,Other,Male,Private,<=50K
4964,47,White,Female,Private,<=50K
4965,45,White,Male,Self-emp-not-inc,<=50K
4966,51,White,Male,Private,<=50K
4967,23,Black,Male,Private,<=50K
4968,44,White,Female,Self-emp-not-inc,>50K
4969,34,White,Male,Private,<=50K
4970,19,White,Male,Private,<=50K
4971,51,White,Male,?,>50K
4972,46,White,Male,State-gov,<=50K
4973,30,Asian-Pac-Islander,Male,Private,>50K
4974,37,White,Male,Private,<=50K
4975,56,White,Male,Private,>50K
4976,29,White,Male,Private,<=50K
4977,46,White,Male,Self-emp-not-inc,>50K
4978,55,White,Male,Private,<=50K
4979,45,White,Male,Private,>50K
4980,34,White,Male,Private,<=50K
4981,45,Black,Male,?,<=50K
4982,41,White,Male,Private,<=50K
4983,22,White,Male,?,<=50K
4984,34,White,Male,Private,>50K
4985,27,Black,Male,Private,<=50K
4986,29,Black,Male,Private,<=50K
4987,19,White,Female,Federal-gov,<=50K
4988,47,White,Male,Local-gov,<=50K
4989,43,White,Male,Self-emp-inc,>50K
4990,52,Black,Female,Private,<=50K
4991,33,White,Male,Self-emp-not-inc,<=50K
4992,29,White,Male,Private,<=50K
4993,23,White,Male,Private,<=50K
4994,23,White,Male,Private,<=50K
4995,39,White,Male,Private,<=50K
4996,43,White,Female,Private,<=50K
4997,31,White,Male,Private,>50K
4998,47,White,Male,Self-emp-inc,>50K
4999,26,White,Male,Private,<=50K
5000,58,White,Female,Local-gov,<=50K
