id,DAYS_BIRTH,OCCUPATION_TYPE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,prediction
6304,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6305,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6306,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6307,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6308,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6309,-17103,Cooking staff,Commercial associate,Secondary / secondary special,0.0
6310,-12991,Managers,Working,Higher education,1.0
6311,-12991,Managers,Working,Higher education,1.0
6312,-12991,Managers,Working,Higher education,1.0
6313,-12991,Managers,Working,Higher education,1.0
6314,-12991,Managers,Working,Higher education,1.0
6315,-12991,Managers,Working,Higher education,1.0
6316,-12991,Managers,Working,Higher education,1.0
6317,-12991,Managers,Working,Higher education,1.0
6318,-12991,Managers,Working,Higher education,1.0
6319,-9866,Laborers,Working,Incomplete higher,1.0
6320,-9866,Laborers,Working,Incomplete higher,1.0
6321,-9866,Laborers,Working,Incomplete higher,1.0
6322,-9866,Laborers,Working,Incomplete higher,1.0
6323,-13513,Core staff,State servant,Higher education,1.0
6324,-13513,Core staff,State servant,Higher education,1.0
6325,-13513,Core staff,State servant,Higher education,1.0
6326,-13513,Core staff,State servant,Higher education,1.0
6327,-13513,Core staff,State servant,Higher education,1.0
6328,-13513,Core staff,State servant,Higher education,1.0
6329,-13513,Core staff,State servant,Higher education,1.0
6330,-22078,"",Pensioner,Secondary / secondary special,0.0
6331,-22078,"",Pensioner,Secondary / secondary special,0.0
6332,-22078,"",Pensioner,Secondary / secondary special,0.0
6333,-22078,"",Pensioner,Secondary / secondary special,0.0
6334,-22078,"",Pensioner,Secondary / secondary special,0.0
6335,-22078,"",Pensioner,Secondary / secondary special,0.0
6336,-22078,"",Pensioner,Secondary / secondary special,0.0
6337,-22078,"",Pensioner,Secondary / secondary special,0.0
6338,-22078,"",Pensioner,Secondary / secondary special,0.0
6339,-22078,"",Pensioner,Secondary / secondary special,0.0
6340,-22078,"",Pensioner,Secondary / secondary special,0.0
6341,-22078,"",Pensioner,Secondary / secondary special,0.0
6342,-22078,"",Pensioner,Secondary / secondary special,0.0
6343,-17211,High skill tech staff,Commercial associate,Incomplete higher,1.0
6344,-17211,High skill tech staff,Commercial associate,Incomplete higher,1.0
6345,-17211,High skill tech staff,Commercial associate,Incomplete higher,1.0
6346,-11111,High skill tech staff,Working,Secondary / secondary special,1.0
6347,-23507,"",Pensioner,Secondary / secondary special,0.0
6348,-23507,"",Pensioner,Secondary / secondary special,0.0
6349,-23507,"",Pensioner,Secondary / secondary special,0.0
6350,-23507,"",Pensioner,Secondary / secondary special,0.0
6351,-23507,"",Pensioner,Secondary / secondary special,0.0
6352,-17962,"",Working,Secondary / secondary special,0.0
6353,-17962,"",Working,Secondary / secondary special,0.0
6354,-17962,"",Working,Secondary / secondary special,0.0
6355,-17962,"",Working,Secondary / secondary special,0.0
6356,-12705,"",Commercial associate,Higher education,0.0
6357,-12705,"",Commercial associate,Higher education,0.0
6358,-12705,"",Commercial associate,Higher education,0.0
6359,-12705,"",Commercial associate,Higher education,0.0
6360,-12705,"",Commercial associate,Higher education,0.0
6361,-12705,"",Commercial associate,Higher education,0.0
6362,-12705,"",Commercial associate,Higher education,0.0
6363,-12366,Drivers,Working,Secondary / secondary special,1.0
6364,-12366,Drivers,Working,Secondary / secondary special,1.0
6365,-12366,Drivers,Working,Secondary / secondary special,1.0
6366,-12366,Drivers,Working,Secondary / secondary special,1.0
6367,-12366,Drivers,Working,Secondary / secondary special,1.0
6368,-12366,Drivers,Working,Secondary / secondary special,1.0
6369,-13582,Sales staff,Working,Secondary / secondary special,1.0
6370,-13582,Sales staff,Working,Secondary / secondary special,1.0
6371,-13582,Sales staff,Working,Secondary / secondary special,1.0
6372,-13582,Sales staff,Working,Secondary / secondary special,1.0
6373,-13582,Sales staff,Working,Secondary / secondary special,1.0
6374,-13582,Sales staff,Working,Secondary / secondary special,1.0
6375,-13728,Laborers,Working,Higher education,1.0
6376,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6377,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6378,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6379,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6380,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6381,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6382,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6383,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6384,-18147,Sales staff,Commercial associate,Secondary / secondary special,1.0
6385,-15010,Managers,Working,Secondary / secondary special,1.0
6386,-15010,Managers,Working,Secondary / secondary special,1.0
6387,-15010,Managers,Working,Secondary / secondary special,1.0
6388,-15010,Managers,Working,Secondary / secondary special,1.0
6389,-15010,Managers,Working,Secondary / secondary special,1.0
6390,-18307,"",Working,Secondary / secondary special,0.0
6391,-24575,"",Pensioner,Higher education,0.0
6392,-24575,"",Pensioner,Higher education,0.0
6393,-24575,"",Pensioner,Higher education,0.0
6394,-24575,"",Pensioner,Higher education,0.0
6395,-24575,"",Pensioner,Higher education,0.0
6396,-16174,Sales staff,Working,Secondary / secondary special,1.0
6397,-16174,Sales staff,Working,Secondary / secondary special,1.0
6398,-16174,Sales staff,Working,Secondary / secondary special,1.0
6399,-16174,Sales staff,Working,Secondary / secondary special,1.0
6400,-16174,Sales staff,Working,Secondary / secondary special,1.0
6401,-16174,Sales staff,Working,Secondary / secondary special,1.0
6402,-16174,Sales staff,Working,Secondary / secondary special,1.0
6403,-18051,Security staff,Working,Secondary / secondary special,0.0
6404,-18051,Security staff,Working,Secondary / secondary special,0.0
6405,-18051,Security staff,Working,Secondary / secondary special,0.0
6406,-18051,Security staff,Working,Secondary / secondary special,0.0
6407,-18051,Security staff,Working,Secondary / secondary special,0.0
6408,-9918,Managers,Working,Higher education,1.0
6409,-16596,Laborers,Working,Secondary / secondary special,1.0
6410,-16596,Laborers,Working,Secondary / secondary special,1.0
6411,-22385,"",Pensioner,Higher education,0.0
6412,-22385,"",Pensioner,Higher education,0.0
6413,-22385,"",Pensioner,Higher education,0.0
6414,-22385,"",Pensioner,Higher education,0.0
6415,-22385,"",Pensioner,Higher education,0.0
6416,-16912,Laborers,Working,Secondary / secondary special,1.0
6417,-16912,Laborers,Working,Secondary / secondary special,1.0
6418,-16912,Laborers,Working,Secondary / secondary special,1.0
6419,-16912,Laborers,Working,Secondary / secondary special,1.0
6420,-16912,Laborers,Working,Secondary / secondary special,1.0
6421,-16912,Laborers,Working,Secondary / secondary special,1.0
6422,-16912,Laborers,Working,Secondary / secondary special,1.0
6423,-11695,Laborers,Working,Incomplete higher,1.0
6424,-11695,Laborers,Working,Incomplete higher,1.0
6425,-11695,Laborers,Working,Incomplete higher,1.0
6426,-11695,Laborers,Working,Incomplete higher,1.0
6427,-11695,Laborers,Working,Incomplete higher,1.0
6428,-11695,Laborers,Working,Incomplete higher,1.0
6429,-11695,Laborers,Working,Incomplete higher,1.0
6430,-10027,Managers,Working,Secondary / secondary special,1.0
6431,-10027,Managers,Working,Secondary / secondary special,1.0
6432,-10027,Managers,Working,Secondary / secondary special,1.0
6433,-10027,Managers,Working,Secondary / secondary special,1.0
6434,-10027,Managers,Working,Secondary / secondary special,1.0
6435,-10027,Managers,Working,Secondary / secondary special,1.0
6436,-10027,Managers,Working,Secondary / secondary special,1.0
6437,-10027,Managers,Working,Secondary / secondary special,1.0
6438,-16625,Core staff,Commercial associate,Secondary / secondary special,1.0
6439,-16625,Core staff,Commercial associate,Secondary / secondary special,1.0
6440,-16625,Core staff,Commercial associate,Secondary / secondary special,1.0
6441,-16625,Core staff,Commercial associate,Secondary / secondary special,1.0
6442,-8963,Medicine staff,Working,Incomplete higher,1.0
6443,-8963,Medicine staff,Working,Incomplete higher,1.0
6444,-8963,Medicine staff,Working,Incomplete higher,1.0
6445,-8963,Medicine staff,Working,Incomplete higher,1.0
6446,-8488,Accountants,Commercial associate,Higher education,1.0
6447,-8488,Accountants,Commercial associate,Higher education,1.0
6448,-8488,Accountants,Commercial associate,Higher education,1.0
6449,-8488,Accountants,Commercial associate,Higher education,1.0
6450,-17750,"",State servant,Secondary / secondary special,0.0
6451,-17750,"",State servant,Secondary / secondary special,0.0
6452,-17750,"",State servant,Secondary / secondary special,0.0
6453,-21637,"",Pensioner,Secondary / secondary special,0.0
6454,-21637,"",Pensioner,Secondary / secondary special,0.0
6455,-22440,"",Pensioner,Secondary / secondary special,0.0
6456,-22440,"",Pensioner,Secondary / secondary special,0.0
6457,-22440,"",Pensioner,Secondary / secondary special,0.0
6458,-22440,"",Pensioner,Secondary / secondary special,0.0
6459,-22440,"",Pensioner,Secondary / secondary special,0.0
6460,-22440,"",Pensioner,Secondary / secondary special,0.0
6461,-22440,"",Pensioner,Secondary / secondary special,0.0
6462,-9076,Laborers,Working,Secondary / secondary special,1.0
6463,-9076,Laborers,Working,Secondary / secondary special,1.0
6464,-14284,Drivers,Working,Secondary / secondary special,1.0
6465,-14284,Drivers,Working,Secondary / secondary special,1.0
6466,-14284,Drivers,Working,Secondary / secondary special,1.0
6467,-14284,Drivers,Working,Secondary / secondary special,1.0
6468,-14284,Drivers,Working,Secondary / secondary special,1.0
6469,-14284,Drivers,Working,Secondary / secondary special,1.0
6470,-14284,Drivers,Working,Secondary / secondary special,1.0
6471,-12822,Laborers,Working,Secondary / secondary special,1.0
6472,-19713,"",Pensioner,Secondary / secondary special,0.0
6473,-19713,"",Pensioner,Secondary / secondary special,0.0
6474,-19713,"",Pensioner,Secondary / secondary special,0.0
6475,-19713,"",Pensioner,Secondary / secondary special,0.0
6476,-19713,"",Pensioner,Secondary / secondary special,0.0
6477,-19713,"",Pensioner,Secondary / secondary special,0.0
6478,-19489,Managers,Commercial associate,Higher education,1.0
6479,-19489,Managers,Commercial associate,Higher education,1.0
6480,-19489,Managers,Commercial associate,Higher education,1.0
6481,-21109,Laborers,Working,Secondary / secondary special,1.0
6482,-21109,Laborers,Working,Secondary / secondary special,1.0
6483,-21109,Laborers,Working,Secondary / secondary special,1.0
6484,-21109,Laborers,Working,Secondary / secondary special,1.0
6485,-12736,Core staff,Working,Secondary / secondary special,1.0
6486,-12736,Core staff,Working,Secondary / secondary special,1.0
6487,-12736,Core staff,Working,Secondary / secondary special,1.0
6488,-12736,Core staff,Working,Secondary / secondary special,1.0
6489,-12736,Core staff,Working,Secondary / secondary special,1.0
6490,-16557,Sales staff,Commercial associate,Secondary / secondary special,1.0
6491,-16557,Sales staff,Commercial associate,Secondary / secondary special,1.0
6492,-16557,Sales staff,Commercial associate,Secondary / secondary special,1.0
6493,-16557,Sales staff,Commercial associate,Secondary / secondary special,1.0
6494,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6495,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6496,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6497,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6498,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6499,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6500,-15960,Managers,Commercial associate,Secondary / secondary special,1.0
6501,-19923,Sales staff,Working,Secondary / secondary special,0.0
6502,-19923,Sales staff,Working,Secondary / secondary special,0.0
6503,-19923,Sales staff,Working,Secondary / secondary special,0.0
6504,-19923,Sales staff,Working,Secondary / secondary special,0.0
6505,-19923,Sales staff,Working,Secondary / secondary special,0.0
6506,-19923,Sales staff,Working,Secondary / secondary special,0.0
6507,-19923,Sales staff,Working,Secondary / secondary special,0.0
6508,-19923,Sales staff,Working,Secondary / secondary special,0.0
6509,-19923,Sales staff,Working,Secondary / secondary special,0.0
6510,-19923,Sales staff,Working,Secondary / secondary special,0.0
6511,-19923,Sales staff,Working,Secondary / secondary special,0.0
6512,-19923,Sales staff,Working,Secondary / secondary special,0.0
6513,-19923,Sales staff,Working,Secondary / secondary special,0.0
6514,-19923,Sales staff,Working,Secondary / secondary special,0.0
6515,-19923,Sales staff,Working,Secondary / secondary special,0.0
6516,-19923,Sales staff,Working,Secondary / secondary special,0.0
6517,-19923,Sales staff,Working,Secondary / secondary special,0.0
6518,-19923,Sales staff,Working,Secondary / secondary special,0.0
6519,-19923,Sales staff,Working,Secondary / secondary special,0.0
6520,-19923,Sales staff,Working,Secondary / secondary special,0.0
6521,-19923,Sales staff,Working,Secondary / secondary special,0.0
6522,-19923,Sales staff,Working,Secondary / secondary special,0.0
6523,-9901,Drivers,Commercial associate,Secondary / secondary special,1.0
6524,-9901,Drivers,Commercial associate,Secondary / secondary special,1.0
6525,-9901,Drivers,Commercial associate,Secondary / secondary special,1.0
6526,-9901,Drivers,Commercial associate,Secondary / secondary special,1.0
6527,-10887,"",Commercial associate,Secondary / secondary special,0.0
6528,-10887,"",Commercial associate,Secondary / secondary special,0.0
6529,-12159,IT staff,Working,Higher education,0.0
6530,-12159,IT staff,Working,Higher education,0.0
6531,-12159,IT staff,Working,Higher education,0.0
6532,-12159,IT staff,Working,Higher education,0.0
6533,-12159,IT staff,Working,Higher education,0.0
