id,Anonym_DAYS_BIRTH,Anonym_DAYS_EMPLOYED,Anonym_OCCUPATION_TYPE,Anonym_CODE_GENDER,Anonym_NAME_INCOME_TYPE,Anonym_NAME_EDUCATION_TYPE,Anonym_NAME_FAMILY_STATUS,Anonym_NAME_HOUSING_TYPE,AMT_INCOME_TOTAL
6195,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6196,[(-24691)-(-9746)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6197,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6198,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6199,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6200,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6201,[(-24691)-(-8477)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6202,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6203,[(-24691)-(-8111)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6204,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6205,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6206,[(-24691)-(-8527)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6207,[(-24691)-(-9190)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6208,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6209,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6210,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,85500
6211,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6212,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6213,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6214,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6215,[(-23303)-(-8182)],[(-7465)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6216,[(-23646)-(-8655)],[(-8684)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6217,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6218,[(-23442)-(-8477)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6219,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
6220,[(-22985)-(-9430)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,94500
6221,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6222,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6223,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,135000
6224,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6225,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6226,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6227,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6228,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6229,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6230,[(-24278)-(-8993)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6231,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6232,[(-24589)-(-8488)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,63000
6233,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,63000
6234,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,63000
6235,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,63000
6236,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,63000
6237,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,63000
6238,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6239,[(-24166)-(-8209)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6240,[(-24278)-(-8363)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6241,[(-24482)-(-8488)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,90000
6242,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6243,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6244,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6245,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6246,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6247,[(-24831)-(-8041)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6248,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,162000
6249,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6250,[(-24311)-(-8655)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6251,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6252,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6253,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6254,[(-24589)-(-8655)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6255,[(-24629)-(-9190)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6256,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6257,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6258,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,315000
6259,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6260,[(-24278)-(-8861)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6261,[(-24691)-(-9115)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6262,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6263,[(-24278)-(-9235)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6264,[(-24878)-(-8993)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6265,[(-24691)-(-9746)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6266,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
6267,[(-25140)-(-8111)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
6268,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,126000
6269,[(-23751)-(-8562)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,130500
6270,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,130500
6271,[(-25140)-(-8657)],[(-9870)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,130500
6272,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6273,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6274,[(-24878)-(-9154)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6275,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
6276,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,270000
6277,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6278,[(-24691)-(-9800)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6279,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6280,[(-24742)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6281,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,225000
6282,[(-24202)-(-8696)],[(-8410)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6283,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6284,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6285,[(-24878)-(-7723)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6286,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6287,[(-24206)-(-8097)],[(-11954)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6288,[(-24589)-(-8041)],[(-10936)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6289,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
6290,[(-24303)-(-8717)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
6291,[(-24206)-(-9115)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,67500
6292,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6293,[(-23734)-(-8477)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6294,[(-24691)-(-9130)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6295,[(-24691)-(-8475)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6296,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6297,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6298,[(-24166)-(-8041)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6299,[(-23868)-(-8533)],[(-9748)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6300,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6301,[(-24691)-(-8534)],[(-12032)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6302,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6303,[(-24482)-(-9080)],[(-8859)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6304,[(-24691)-(-9380)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6305,[(-24166)-(-8378)],[(-10361)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6306,[(-24482)-(-8489)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6307,[(-24691)-(-8655)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6308,[(-23768)-(-9547)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6309,[(-24691)-(-9461)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,360000
6310,[(-23886)-(-8843)],[(-10236)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6311,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6312,[(-24311)-(-8488)],[(-12253)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6313,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6314,[(-23768)-(-8347)],[(-11693)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6315,[(-24878)-(-9417)],[(-8707)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6316,[(-24691)-(-8655)],[(-9485)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6317,[(-24691)-(-8717)],[(-11202)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6318,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,405000
6319,[(-24742)-(-8069)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6320,[(-24831)-(-8781)],[(-8469)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6321,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6322,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,202500
6323,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6324,[(-23570)-(-8568)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6325,[(-24691)-(-9746)],[(-9975)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6326,[(-24166)-(-8179)],[(-6791)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6327,[(-23646)-(-8488)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6328,[(-24878)-(-8489)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6329,[(-23886)-(-9839)],[(-9559)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,112500
6330,[(-24831)-(-8781)],[(-10777)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6331,[(-24278)-(-8893)],[(-12621)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6332,[(-24166)-(-9075)],[(-14338)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6333,[(-24831)-(-8696)],[(-10047)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6334,[(-24831)-(-8738)],[(-13415)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6335,[(-24589)-(-8696)],[(-10217)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6336,[(-24831)-(-8696)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6337,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6338,[(-24589)-(-9187)],[(-12591)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6339,[(-24831)-(-9387)],[(-10110)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6340,[(-24831)-(-8145)],[(-10079)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6341,[(-23868)-(-8231)],[(-13382)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6342,[(-23646)-(-8533)],[(-11589)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,157500
6343,[(-24482)-(-9413)],[(-11332)-365243],Employee,Adult,Unique earnings,Educated,Unique status,Unique housing,180000
