id,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CODE_GENDER,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,AMT_INCOME_TOTAL,Cluster
1710,-11853,-5061,Waiters/barmen staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,157500,Cluster 56
1765,-15450,-770,Security staff,F,Working,Secondary / secondary special,Married,Municipal apartment,270000,Cluster 56
2083,-12763,-2255,Core staff,M,State servant,Higher education,Married,House / apartment,225000,Cluster 56
2250,-21845,365243,"",F,Pensioner,Incomplete higher,Widow,House / apartment,189000,Cluster 56
2286,-21148,365243,"",F,Pensioner,Higher education,Married,House / apartment,202500,Cluster 56
2440,-15003,-122,Managers,F,Working,Higher education,Married,House / apartment,126000,Cluster 56
2635,-10190,-279,"",F,Working,Secondary / secondary special,Civil marriage,With parents,135000,Cluster 56
2670,-16949,-1371,Managers,F,Commercial associate,Higher education,Married,House / apartment,135000,Cluster 56
2923,-15170,-7979,High skill tech staff,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,135000,Cluster 56
3009,-23646,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,131400,Cluster 56
3896,-19177,-661,"",F,Working,Higher education,Married,House / apartment,202500,Cluster 56
4224,-22077,365243,"",F,Pensioner,Higher education,Married,House / apartment,175500,Cluster 56
4301,-19736,-195,Accountants,F,Commercial associate,Higher education,Civil marriage,House / apartment,405000,Cluster 56
4504,-22657,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,99000,Cluster 56
4631,-12903,-2924,Accountants,F,Working,Higher education,Married,House / apartment,144000,Cluster 56
5243,-16340,-8647,Medicine staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,247500,Cluster 56
5456,-13903,-3410,High skill tech staff,F,Working,Higher education,Married,House / apartment,112500,Cluster 56
5766,-16299,-5817,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,94500,Cluster 56
5870,-20483,-792,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,315000,Cluster 56
6330,-22078,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,157500,Cluster 56
6455,-22440,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,90000,Cluster 56
6486,-12736,-4690,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,270000,Cluster 56
6548,-21861,-10777,Cooking staff,F,Working,Higher education,Widow,House / apartment,225000,Cluster 56
6928,-13682,-5460,"",M,Working,Higher education,Married,House / apartment,112500,Cluster 56
7038,-20578,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,270000,Cluster 56
7221,-9768,-1483,Sales staff,M,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 56
7518,-12483,-4039,Managers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,360000,Cluster 56
8241,-15329,-8510,Core staff,F,State servant,Secondary / secondary special,Married,House / apartment,225000,Cluster 56
8329,-11206,-2514,Core staff,F,State servant,Secondary / secondary special,Civil marriage,House / apartment,315000,Cluster 56
8476,-18620,-1904,Managers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 56
8614,-23019,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 56
9104,-22579,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,135000,Cluster 56
9126,-22191,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,81000,Cluster 56
9197,-16034,-1022,Medicine staff,F,Working,Higher education,Civil marriage,House / apartment,90000,Cluster 56
9204,-16034,-1022,Medicine staff,F,Working,Higher education,Civil marriage,House / apartment,90000,Cluster 56
9279,-14222,-141,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 56
9745,-17166,-2514,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,51750,Cluster 56
9862,-23332,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,108000,Cluster 56
9978,-12601,-6053,Cooking staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 56
75,-12411,-1773,Managers,F,Commercial associate,Higher education,Married,House / apartment,126000,Cluster 56
154,-17785,-1712,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 56
431,-15140,-4816,Cleaning staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,130500,Cluster 56
511,-11281,-1744,Core staff,F,Working,Higher education,Married,House / apartment,225000,Cluster 56
647,-13590,-982,"",F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 56
3621,-23956,365243,"",F,Pensioner,Higher education,Married,House / apartment,76500,Cluster 57
720,-12277,-982,High skill tech staff,F,Working,Secondary / secondary special,Married,House / apartment,144000,Cluster 57
848,-9087,-1682,Laborers,M,Working,Higher education,Single / not married,House / apartment,270000,Cluster 57
1101,-18474,-3021,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,90000,Cluster 57
1157,-8363,-525,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,180000,Cluster 57
1460,-22960,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 57
1488,-19987,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
1509,-13830,-4239,Laborers,F,Commercial associate,Secondary / secondary special,Married,House / apartment,157500,Cluster 57
1756,-17004,-4574,Managers,M,Working,Higher education,Married,House / apartment,337500,Cluster 57
1823,-14045,-1043,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
1908,-11212,-2565,HR staff,F,Commercial associate,Higher education,Married,House / apartment,256500,Cluster 57
2138,-14129,-5758,"",M,Working,Higher education,Single / not married,House / apartment,110250,Cluster 57
2247,-21845,365243,"",F,Pensioner,Incomplete higher,Widow,House / apartment,189000,Cluster 57
2721,-12477,-456,Managers,F,Commercial associate,Higher education,Married,House / apartment,445500,Cluster 57
3058,-21503,-1674,Core staff,M,Commercial associate,Higher education,Married,House / apartment,256500,Cluster 57
3210,-20692,365243,"",F,Pensioner,Secondary / secondary special,Widow,House / apartment,225000,Cluster 57
3403,-10800,-3166,Sales staff,F,Commercial associate,Secondary / secondary special,Separated,House / apartment,202500,Cluster 57
3472,-17262,-1617,Core staff,M,Working,Secondary / secondary special,Married,House / apartment,202500,Cluster 57
3526,-16314,-882,Managers,M,Working,Secondary / secondary special,Separated,House / apartment,315000,Cluster 57
3574,-14096,-1344,Accountants,F,Commercial associate,Incomplete higher,Separated,House / apartment,202500,Cluster 57
3585,-18293,-521,"",M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
3588,-18293,-521,"",M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
3725,-10136,-539,Laborers,M,Working,Higher education,Married,House / apartment,382500,Cluster 57
3824,-11202,-1270,Core staff,F,Commercial associate,Higher education,Single / not married,House / apartment,225000,Cluster 57
3906,-24278,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,81000,Cluster 57
3915,-18337,-1847,Managers,M,Working,Secondary / secondary special,Married,House / apartment,900000,Cluster 57
4322,-16860,-711,Medicine staff,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
4351,-11480,-1687,"",F,State servant,Secondary / secondary special,Separated,House / apartment,135000,Cluster 57
4610,-23619,365243,"",F,Pensioner,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 57
4621,-15459,-642,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,135000,Cluster 57
4859,-17401,-9559,Realty agents,F,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 57
5223,-18156,-1250,Managers,F,Working,Higher education,Married,House / apartment,202500,Cluster 57
5279,-23868,365243,"",F,Pensioner,Higher education,Married,House / apartment,225000,Cluster 57
6041,-9413,-2223,"",F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
6079,-14926,-1281,High skill tech staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,202500,Cluster 57
6240,-13608,-1461,Drivers,M,Working,Lower secondary,Separated,With parents,90000,Cluster 57
6366,-12366,-3653,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 57
6514,-19923,-3229,Sales staff,F,Working,Secondary / secondary special,Married,Municipal apartment,247500,Cluster 57
6611,-17587,-3411,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,67500,Cluster 57
7318,-8689,-1238,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,148500,Cluster 57
7668,-19164,-3825,Laborers,M,Working,Lower secondary,Separated,House / apartment,270000,Cluster 57
7712,-22283,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 57
7768,-13868,-415,Laborers,F,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
7834,-11564,-2944,Managers,M,Working,Higher education,Married,House / apartment,135000,Cluster 57
7866,-16686,-599,Cleaning staff,F,Working,Secondary / secondary special,Married,House / apartment,123750,Cluster 57
7989,-21173,365243,"",F,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,112500,Cluster 57
8068,-18924,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,135000,Cluster 57
8144,-22115,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,180000,Cluster 57
8174,-23137,365243,"",F,Pensioner,Secondary / secondary special,Separated,House / apartment,81000,Cluster 57
8549,-12330,-5466,Laborers,M,Working,Higher education,Separated,House / apartment,180000,Cluster 57
8745,-10403,-687,Laborers,M,Working,Secondary / secondary special,Single / not married,House / apartment,324000,Cluster 57
8915,-9187,-1268,Laborers,F,Working,Secondary / secondary special,Married,With parents,90000,Cluster 57
8946,-12297,-384,Managers,F,Commercial associate,Higher education,Married,House / apartment,270000,Cluster 57
9002,-13408,-444,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,351000,Cluster 57
9434,-14584,-5770,High skill tech staff,F,Commercial associate,Secondary / secondary special,Married,House / apartment,225000,Cluster 57
9865,-23332,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,108000,Cluster 57
267,-12628,-4025,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,247500,Cluster 57
287,-15737,-432,"",F,Commercial associate,Higher education,Separated,With parents,157500,Cluster 57
578,-14435,-3386,Drivers,M,Working,Secondary / secondary special,Married,With parents,81000,Cluster 57
691,-21316,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
759,-18650,-10936,"",F,State servant,Secondary / secondary special,Married,House / apartment,135000,Cluster 57
1002,-10710,-2351,Sales staff,F,Working,Secondary / secondary special,Married,House / apartment,157500,Cluster 57
1181,-23287,365243,"",M,Pensioner,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
1276,-14686,-3600,Cooking staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,67500,Cluster 57
1419,-21854,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 57
1457,-22960,365243,"",F,Pensioner,Secondary / secondary special,Married,House / apartment,202500,Cluster 57
1873,-12745,-525,Core staff,F,Working,Secondary / secondary special,Civil marriage,House / apartment,270000,Cluster 57
2079,-13621,-1127,Drivers,M,Working,Secondary / secondary special,Married,House / apartment,225000,Cluster 57
2652,-18233,-425,"",F,State servant,Higher education,Widow,House / apartment,315000,Cluster 57
2664,-13095,-217,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
3040,-19042,-3319,"",F,Working,Secondary / secondary special,Separated,House / apartment,90000,Cluster 57
3060,-9655,-156,"",M,Working,Secondary / secondary special,Single / not married,House / apartment,135000,Cluster 57
3957,-21678,-1239,Security staff,F,Commercial associate,Secondary / secondary special,Widow,House / apartment,99000,Cluster 57
4062,-15516,-1301,Laborers,M,Commercial associate,Secondary / secondary special,Married,House / apartment,180000,Cluster 57
4095,-17782,-9975,Core staff,F,Working,Secondary / secondary special,Widow,House / apartment,202500,Cluster 57
4316,-15191,-1748,Core staff,M,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,135000,Cluster 57
5006,-10414,-2742,Laborers,M,Working,Secondary / secondary special,Married,Rented apartment,135000,Cluster 57
5047,-14071,-3806,Laborers,M,Working,Secondary / secondary special,Married,House / apartment,112500,Cluster 57
5392,-22212,365243,"",F,Pensioner,Incomplete higher,Widow,House / apartment,112500,Cluster 57
5403,-12752,-1919,"",F,Commercial associate,Secondary / secondary special,Single / not married,With parents,270000,Cluster 57
6493,-16557,-2834,Sales staff,F,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,225000,Cluster 57
